Сумма	Текущая дата	Накопительная сумма	Статус	Бесконечность	Чек	Количество	Цена	Артикул	Дата
1791	25.02.2026	?	002	1791	IT010016073	1	1791	0102307	04.11.2013
1791	25.02.2026	?	002	1791	IT010016073	1	1791	0102310	04.11.2013
2069	25.02.2026	?	002	2069	IT010016073	1	2069	0102334	04.11.2013
9626	25.02.2026	?	002	4813	IT010016074	2	4813	0101339	04.11.2013
13410	25.02.2026	?	002	13410	IT010016075	1	13410	0102439	04.11.2013
7533	25.02.2026	?	002	7533	IT010016075	1	7533	0102453	04.11.2013
13410	25.02.2026	?	002	13410	IT010016076	1	13410	0102439	04.11.2013
7533	25.02.2026	?	002	7533	IT010016076	1	7533	0102453	04.11.2013
1974	25.02.2026	?	002	1974	IT010016076	1	1974	0100632	04.11.2013
2821	25.02.2026	?	002	2821	IT010016077	1	2821	0101045	04.11.2013
2163	25.02.2026	?	002	2163	IT010016078	1	2163	0105736	04.11.2013
1799	25.02.2026	?	002	1799	IT010016078	1	1799	0110141	04.11.2013
1799	25.02.2026	?	002	1799	IT010016079	1	1799	0110143	04.11.2013
4511	25.02.2026	?	002	4511	IT010016080	1	4511	0102420	05.11.2013
3213	25.02.2026	?	002	3213	IT010016081	1	3213	0102426	05.11.2013
4511	25.02.2026	?	002	4511	IT010016081	1	4511	0102432	05.11.2013
3213	25.02.2026	?	002	3213	IT010016081	1	3213	0102436	05.11.2013
26820	25.02.2026	?	001	13410	IT010016081	2	13410	0102439	05.11.2013
2468	25.02.2026	?	002	2468	IT010016082	1	2468	0102442	05.11.2013
4941	25.02.2026	?	002	4941	IT010016083	1	4941	0102444	05.11.2013
2468	25.02.2026	?	002	2468	IT010016083	1	2468	0102447	05.11.2013
1957	25.02.2026	?	002	1957	IT010016084	1	1957	0102461	05.11.2013
19791	25.02.2026	?	002	19791	IT010016084	1	19791	0102474	05.11.2013
39586	25.02.2026	?	001	39586	IT010016084	1	39586	0102397	05.11.2013
476	25.02.2026	?	002	476	IT010016085	1	476	0105755	05.11.2013
1656	25.02.2026	?	002	828	IT010016086	2	828	0105759	05.11.2013
1799	25.02.2026	?	002	1799	IT010016087	1	1799	0110141	05.11.2013
1349	25.02.2026	?	002	1349	IT010016087	1	1349	0110144	05.11.2013
4768	25.02.2026	?	002	2384	IT010016087	2	2384	0110145	05.11.2013
2518	25.02.2026	?	002	1259	IT010016088	2	1259	0100595	05.11.2013
1161	25.02.2026	?	002	1161	IT010016088	1	1161	0102480	05.11.2013
5579	25.02.2026	?	002	5579	IT010016089	1	5579	0101326	05.11.2013
13662	25.02.2026	?	002	6831	IT010016089	2	6831	0101329	05.11.2013
11950	25.02.2026	?	002	11950	IT010016090	1	11950	0101336	05.11.2013
7144	25.02.2026	?	002	7144	IT010016091	1	7144	0101337	05.11.2013
1089	25.02.2026	?	002	1089	IT010016091	1	1089	0111515	05.11.2013
1570	25.02.2026	?	002	1570	IT010016091	1	1570	0102484	05.11.2013
379	25.02.2026	?	002	379	IT010016091	1	379	0102486	05.11.2013
1120	25.02.2026	?	002	1120	IT010016092	1	1120	0102489	05.11.2013
476	25.02.2026	?	002	476	IT010016092	1	476	0105755	05.11.2013
7920	25.02.2026	?	002	7920	IT010016092	1	7920	0102440	05.11.2013
4941	25.02.2026	?	002	4941	IT010016092	1	4941	0102444	05.11.2013
4941	25.02.2026	?	002	4941	IT010016093	1	4941	0102454	05.11.2013
1957	25.02.2026	?	002	1957	IT010016094	1	1957	0102461	05.11.2013
2607	25.02.2026	?	002	2607	IT010016094	1	2607	0102467	05.11.2013
4482	25.02.2026	?	002	4482	IT010016094	1	4482	0102416	05.11.2013
4511	25.02.2026	?	002	4511	IT010016095	1	4511	0102421	05.11.2013
4511	25.02.2026	?	002	4511	IT010016095	1	4511	0102427	05.11.2013
3213	25.02.2026	?	002	3213	IT010016096	1	3213	0102436	05.11.2013
13410	25.02.2026	?	002	13410	IT010016096	1	13410	0102439	05.11.2013
4936	25.02.2026	?	002	2468	IT010016097	2	2468	0102442	05.11.2013
2468	25.02.2026	?	002	2468	IT010016097	1	2468	0102447	05.11.2013
7533	25.02.2026	?	002	7533	IT010016098	1	7533	0102453	05.11.2013
19791	25.02.2026	?	002	19791	IT010016098	1	19791	0102474	05.11.2013
4842	25.02.2026	?	002	2421	IT010016099	2	2421	0102317	05.11.2013
2518	25.02.2026	?	002	1259	IT010016100	2	1259	0100595	05.11.2013
899	25.02.2026	?	002	899	IT010016100	1	899	0100649	05.11.2013
1619	25.02.2026	?	002	1619	IT010016101	1	1619	0101041	05.11.2013
1570	25.02.2026	?	002	1570	IT010016102	1	1570	0102483	05.11.2013
952	25.02.2026	?	002	476	IT010016102	2	476	0105755	05.11.2013
1089	25.02.2026	?	002	1089	IT010016102	1	1089	0111515	05.11.2013
11158	25.02.2026	?	002	5579	IT010016103	2	5579	0101326	05.11.2013
20680	25.02.2026	?	001	10340	IT010016104	2	10340	0101332	05.11.2013
11950	25.02.2026	?	002	11950	IT010016105	1	11950	0101336	05.11.2013
6831	25.02.2026	?	002	6831	IT010016105	1	6831	0101329	05.11.2013
3213	25.02.2026	?	002	3213	IT010016105	1	3213	0102436	05.11.2013
26820	25.02.2026	?	001	13410	IT010016105	2	13410	0102439	05.11.2013
2468	25.02.2026	?	002	2468	IT010016106	1	2468	0102442	05.11.2013
2468	25.02.2026	?	002	2468	IT010016106	1	2468	0102447	05.11.2013
7533	25.02.2026	?	002	7533	IT010016106	1	7533	0102453	05.11.2013
13410	25.02.2026	?	002	13410	IT010016107	1	13410	0102439	05.11.2013
7533	25.02.2026	?	002	7533	IT010016108	1	7533	0102453	05.11.2013
1974	25.02.2026	?	002	1974	IT010016108	1	1974	0100632	05.11.2013
2821	25.02.2026	?	002	2821	IT010016108	1	2821	0101045	05.11.2013
1570	25.02.2026	?	002	1570	IT010016109	1	1570	0102483	05.11.2013
3140	25.02.2026	?	002	1570	IT010016109	2	1570	0102487	05.11.2013
1161	25.02.2026	?	002	1161	IT010016109	1	1161	0102493	05.11.2013
418	25.02.2026	?	002	418	IT010016109	1	418	0102549	05.11.2013
1570	25.02.2026	?	002	1570	IT010016110	1	1570	0102584	05.11.2013
379	25.02.2026	?	002	379	IT010016110	1	379	0102723	05.11.2013
2163	25.02.2026	?	002	2163	IT010016110	1	2163	0105736	05.11.2013
1799	25.02.2026	?	002	1799	IT010016111	1	1799	0110141	05.11.2013
1799	25.02.2026	?	002	1799	IT010016112	1	1799	0110143	05.11.2013
2384	25.02.2026	?	002	2384	IT010016112	1	2384	0110145	05.11.2013
1791	25.02.2026	?	002	1791	IT010016112	1	1791	0102307	05.11.2013
1791	25.02.2026	?	002	1791	IT010016113	1	1791	0102310	05.11.2013
3411	25.02.2026	?	002	3411	IT010016113	1	3411	0102312	05.11.2013
2069	25.02.2026	?	002	2069	IT010016113	1	2069	0102313	05.11.2013
1791	25.02.2026	?	002	1791	IT010016114	1	1791	0102338	05.11.2013
6831	25.02.2026	?	002	6831	IT010016114	1	6831	0101329	05.11.2013
4813	25.02.2026	?	002	4813	IT010016114	1	4813	0101339	05.11.2013
13410	25.02.2026	?	002	13410	IT010016115	1	13410	0102439	05.11.2013
15066	25.02.2026	?	002	7533	IT010016116	2	7533	0102453	05.11.2013
5579	25.02.2026	?	002	5579	IT010016116	1	5579	0101326	06.11.2013
7110	25.02.2026	?	002	7110	IT010016117	1	7110	0102382	06.11.2013
418	25.02.2026	?	002	418	IT010016118	1	418	0102479	06.11.2013
3140	25.02.2026	?	002	1570	IT010016118	2	1570	0102482	06.11.2013
1570	25.02.2026	?	002	1570	IT010016119	1	1570	0102484	06.11.2013
379	25.02.2026	?	002	379	IT010016119	1	379	0102486	06.11.2013
1120	25.02.2026	?	002	1120	IT010016120	1	1120	0102489	06.11.2013
476	25.02.2026	?	002	476	IT010016121	1	476	0105755	06.11.2013
2163	25.02.2026	?	002	2163	IT010016121	1	2163	0105757	06.11.2013
828	25.02.2026	?	002	828	IT010016122	1	828	0105759	06.11.2013
1791	25.02.2026	?	002	1791	IT010016122	1	1791	0102307	06.11.2013
1791	25.02.2026	?	002	1791	IT010016123	1	1791	0102310	06.11.2013
2069	25.02.2026	?	002	2069	IT010016123	1	2069	0102313	06.11.2013
3411	25.02.2026	?	002	3411	IT010016124	1	3411	0102314	06.11.2013
1799	25.02.2026	?	002	1799	IT010016124	1	1799	0102329	06.11.2013
2069	25.02.2026	?	002	2069	IT010016124	1	2069	0102334	06.11.2013
10340	25.02.2026	?	002	10340	IT010016124	1	10340	0101332	06.11.2013
23900	25.02.2026	?	001	11950	IT010016125	2	11950	0101336	06.11.2013
4511	25.02.2026	?	002	4511	IT010016126	1	4511	0102420	06.11.2013
3213	25.02.2026	?	002	3213	IT010016126	1	3213	0102426	06.11.2013
4511	25.02.2026	?	002	4511	IT010016127	1	4511	0102432	06.11.2013
3213	25.02.2026	?	002	3213	IT010016127	1	3213	0102436	06.11.2013
26820	25.02.2026	?	001	13410	IT010016128	2	13410	0102439	06.11.2013
2468	25.02.2026	?	002	2468	IT010016128	1	2468	0102442	06.11.2013
4941	25.02.2026	?	002	4941	IT010016128	1	4941	0102444	06.11.2013
2468	25.02.2026	?	002	2468	IT010016129	1	2468	0102447	06.11.2013
7533	25.02.2026	?	002	7533	IT010016129	1	7533	0102453	06.11.2013
1957	25.02.2026	?	002	1957	IT010016130	1	1957	0102461	06.11.2013
19791	25.02.2026	?	002	19791	IT010016131	1	19791	0102474	06.11.2013
1619	25.02.2026	?	002	1619	IT010016131	1	1619	0101041	06.11.2013
1619	25.02.2026	?	002	1619	IT010016131	1	1619	0105735	06.11.2013
476	25.02.2026	?	002	476	IT010016131	1	476	0105755	06.11.2013
828	25.02.2026	?	002	828	IT010016131	1	828	0105759	06.11.2013
899	25.02.2026	?	002	899	IT010016131	1	899	0109013	06.11.2013
1799	25.02.2026	?	002	1799	IT010016132	1	1799	0110141	06.11.2013
1799	25.02.2026	?	002	1799	IT010016133	1	1799	0102333	06.11.2013
1791	25.02.2026	?	002	1791	IT010016133	1	1791	0102339	06.11.2013
1259	25.02.2026	?	002	1259	IT010016134	1	1259	0100595	06.11.2013
2412	25.02.2026	?	002	2412	IT010016135	1	2412	0100597	06.11.2013
1619	25.02.2026	?	002	1619	IT010016135	1	1619	0101041	06.11.2013
2163	25.02.2026	?	002	2163	IT010016135	1	2163	0105736	06.11.2013
899	25.02.2026	?	002	899	IT010016135	1	899	0109013	06.11.2013
4842	25.02.2026	?	002	2421	IT010016136	2	2421	0102317	06.11.2013
1259	25.02.2026	?	002	1259	IT010016136	1	1259	0100595	06.11.2013
39586	25.02.2026	?	001	39586	IT010016136	1	39586	0102397	06.11.2013
1161	25.02.2026	?	002	1161	IT010016137	1	1161	0102480	06.11.2013
1349	25.02.2026	?	002	1349	IT010016138	1	1349	0110144	06.11.2013
2384	25.02.2026	?	002	2384	IT010016138	1	2384	0110145	06.11.2013
5579	25.02.2026	?	002	5579	IT010016139	1	5579	0101326	06.11.2013
6831	25.02.2026	?	002	6831	IT010016140	1	6831	0101329	06.11.2013
23900	25.02.2026	?	001	11950	IT010016140	2	11950	0101336	06.11.2013
7144	25.02.2026	?	002	7144	IT010016141	1	7144	0101337	06.11.2013
2178	25.02.2026	?	002	1089	IT010016142	2	1089	0111515	06.11.2013
1259	25.02.2026	?	002	1259	IT010016142	1	1259	0100595	06.11.2013
1791	25.02.2026	?	002	1791	IT010016142	1	1791	0102306	06.11.2013
3582	25.02.2026	?	002	1791	IT010016143	2	1791	0102307	06.11.2013
3582	25.02.2026	?	002	1791	IT010016144	2	1791	0102308	06.11.2013
1791	25.02.2026	?	002	1791	IT010016144	1	1791	0102309	06.11.2013
1791	25.02.2026	?	002	1791	IT010016145	1	1791	0102310	06.11.2013
4138	25.02.2026	?	002	2069	IT010016145	2	2069	0102311	06.11.2013
3411	25.02.2026	?	002	3411	IT010016145	1	3411	0102312	06.11.2013
2069	25.02.2026	?	002	2069	IT010016146	1	2069	0102313	06.11.2013
1791	25.02.2026	?	002	1791	IT010016147	1	1791	0102338	06.11.2013
39586	25.02.2026	?	001	39586	IT010016147	1	39586	0102377	06.11.2013
39586	25.02.2026	?	001	39586	IT010016147	1	39586	0102378	06.11.2013
1619	25.02.2026	?	002	1619	IT010016148	1	1619	0105735	06.11.2013
630	25.02.2026	?	002	630	IT010016149	1	630	0105747	06.11.2013
1570	25.02.2026	?	002	1570	IT010016149	1	1570	0102482	06.11.2013
1120	25.02.2026	?	002	1120	IT010016149	1	1120	0102491	06.11.2013
39672	25.02.2026	?	001	39672	IT010016149	1	39672	0102548	06.11.2013
418	25.02.2026	?	002	418	IT010016149	1	418	0102549	06.11.2013
1570	25.02.2026	?	002	1570	IT010016149	1	1570	0102584	06.11.2013
1161	25.02.2026	?	002	1161	IT010016150	1	1161	0102722	06.11.2013
758	25.02.2026	?	002	379	IT010016151	2	379	0102723	06.11.2013
1674	25.02.2026	?	002	1674	IT010016151	1	1674	0103150	06.11.2013
8964	25.02.2026	?	002	4482	IT010016152	2	4482	0102416	07.11.2013
4511	25.02.2026	?	002	4511	IT010016152	1	4511	0102421	07.11.2013
4511	25.02.2026	?	002	4511	IT010016153	1	4511	0102427	07.11.2013
6426	25.02.2026	?	002	3213	IT010016154	2	3213	0102436	07.11.2013
26820	25.02.2026	?	001	13410	IT010016154	2	13410	0102439	07.11.2013
7920	25.02.2026	?	002	7920	IT010016154	1	7920	0102440	07.11.2013
2468	25.02.2026	?	002	2468	IT010016154	1	2468	0102442	07.11.2013
4941	25.02.2026	?	002	4941	IT010016155	1	4941	0102444	07.11.2013
2468	25.02.2026	?	002	2468	IT010016156	1	2468	0102447	07.11.2013
7533	25.02.2026	?	002	7533	IT010016156	1	7533	0102453	07.11.2013
4941	25.02.2026	?	002	4941	IT010016156	1	4941	0102454	07.11.2013
1957	25.02.2026	?	002	1957	IT010016156	1	1957	0102461	07.11.2013
2607	25.02.2026	?	002	2607	IT010016157	1	2607	0102467	07.11.2013
19791	25.02.2026	?	002	19791	IT010016157	1	19791	0102474	07.11.2013
1259	25.02.2026	?	002	1259	IT010016157	1	1259	0100595	07.11.2013
899	25.02.2026	?	002	899	IT010016158	1	899	0100649	07.11.2013
1619	25.02.2026	?	002	1619	IT010016159	1	1619	0101041	07.11.2013
4511	25.02.2026	?	002	4511	IT010016160	1	4511	0102427	07.11.2013
3213	25.02.2026	?	002	3213	IT010016161	1	3213	0102436	07.11.2013
4941	25.02.2026	?	002	4941	IT010016162	1	4941	0102444	07.11.2013
1957	25.02.2026	?	002	1957	IT010016162	1	1957	0102461	07.11.2013
19791	25.02.2026	?	002	19791	IT010016163	1	19791	0102474	07.11.2013
1570	25.02.2026	?	002	1570	IT010016163	1	1570	0102483	07.11.2013
476	25.02.2026	?	002	476	IT010016163	1	476	0105755	07.11.2013
2468	25.02.2026	?	002	2468	IT010016164	1	2468	0102437	08.11.2013
3213	25.02.2026	?	002	3213	IT010016165	1	3213	0102438	08.11.2013
13410	25.02.2026	?	002	13410	IT010016165	1	13410	0102439	08.11.2013
2468	25.02.2026	?	002	2468	IT010016165	1	2468	0102442	08.11.2013
3213	25.02.2026	?	002	3213	IT010016166	1	3213	0102443	08.11.2013
4936	25.02.2026	?	002	2468	IT010016167	2	2468	0102448	08.11.2013
7533	25.02.2026	?	002	7533	IT010016167	1	7533	0102453	08.11.2013
4482	25.02.2026	?	002	4482	IT010016167	1	4482	0102459	08.11.2013
8964	25.02.2026	?	002	4482	IT010016168	2	4482	0102460	08.11.2013
4482	25.02.2026	?	002	4482	IT010016168	1	4482	0102465	08.11.2013
5579	25.02.2026	?	002	5579	IT010016169	1	5579	0101326	09.11.2013
13662	25.02.2026	?	002	6831	IT010016169	2	6831	0101329	09.11.2013
5391	25.02.2026	?	002	5391	IT010016169	1	5391	0101330	09.11.2013
9626	25.02.2026	?	002	4813	IT010016170	2	4813	0101339	09.11.2013
6426	25.02.2026	?	002	3213	IT010016170	2	3213	0102436	09.11.2013
13410	25.02.2026	?	002	13410	IT010016171	1	13410	0102439	09.11.2013
4941	25.02.2026	?	002	4941	IT010016172	1	4941	0102444	09.11.2013
7533	25.02.2026	?	002	7533	IT010016172	1	7533	0102453	09.11.2013
1957	25.02.2026	?	002	1957	IT010016173	1	1957	0102461	09.11.2013
19791	25.02.2026	?	002	19791	IT010016173	1	19791	0102474	09.11.2013
2457	25.02.2026	?	002	2457	IT010016173	1	2457	0111513	09.11.2013
1791	25.02.2026	?	002	1791	IT010016174	1	1791	0102578	09.11.2013
1161	25.02.2026	?	002	1161	IT010016175	1	1161	0102493	09.11.2013
2240	25.02.2026	?	002	1120	IT010016176	2	1120	0102721	09.11.2013
7110	25.02.2026	?	002	7110	IT010016176	1	7110	0103152	09.11.2013
15066	25.02.2026	?	002	7533	IT010016177	2	7533	0102453	10.11.2013
1259	25.02.2026	?	002	1259	IT010016177	1	1259	0100595	10.11.2013
2412	25.02.2026	?	002	2412	IT010016177	1	2412	0100597	10.11.2013
899	25.02.2026	?	002	899	IT010016178	1	899	0100649	10.11.2013
1619	25.02.2026	?	002	1619	IT010016178	1	1619	0101041	10.11.2013
39586	25.02.2026	?	001	39586	IT010016179	1	39586	0102378	10.11.2013
7110	25.02.2026	?	002	7110	IT010016179	1	7110	0102383	10.11.2013
1570	25.02.2026	?	002	1570	IT010016179	1	1570	0102483	10.11.2013
1619	25.02.2026	?	002	1619	IT010016180	1	1619	0105735	10.11.2013
2163	25.02.2026	?	002	2163	IT010016180	1	2163	0105736	10.11.2013
476	25.02.2026	?	002	476	IT010016180	1	476	0105755	10.11.2013
2163	25.02.2026	?	002	2163	IT010016181	1	2163	0105757	10.11.2013
828	25.02.2026	?	002	828	IT010016181	1	828	0105759	10.11.2013
1799	25.02.2026	?	002	1799	IT010016181	1	1799	0110143	10.11.2013
13410	25.02.2026	?	002	13410	IT010016182	1	13410	0102439	10.11.2013
2468	25.02.2026	?	002	2468	IT010016182	1	2468	0102442	10.11.2013
2468	25.02.2026	?	002	2468	IT010016183	1	2468	0102447	10.11.2013
7533	25.02.2026	?	002	7533	IT010016183	1	7533	0102453	10.11.2013
2421	25.02.2026	?	002	2421	IT010016183	1	2421	0102317	10.11.2013
3213	25.02.2026	?	002	3213	IT010016184	1	3213	0102436	10.11.2013
13410	25.02.2026	?	002	13410	IT010016185	1	13410	0102439	10.11.2013
2468	25.02.2026	?	002	2468	IT010016185	1	2468	0102442	10.11.2013
2468	25.02.2026	?	002	2468	IT010016185	1	2468	0102447	10.11.2013
7533	25.02.2026	?	002	7533	IT010016185	1	7533	0102453	10.11.2013
3213	25.02.2026	?	002	3213	IT010016185	1	3213	0102436	10.11.2013
1259	25.02.2026	?	002	1259	IT010016186	1	1259	0100595	10.11.2013
1791	25.02.2026	?	002	1791	IT010016187	1	1791	0102306	10.11.2013
1791	25.02.2026	?	002	1791	IT010016187	1	1791	0102307	10.11.2013
1791	25.02.2026	?	002	1791	IT010016188	1	1791	0102308	10.11.2013
1791	25.02.2026	?	002	1791	IT010016188	1	1791	0102309	10.11.2013
1791	25.02.2026	?	002	1791	IT010016189	1	1791	0102310	10.11.2013
2069	25.02.2026	?	002	2069	IT010016189	1	2069	0102311	10.11.2013
3411	25.02.2026	?	002	3411	IT010016190	1	3411	0102312	10.11.2013
2069	25.02.2026	?	002	2069	IT010016190	1	2069	0102313	10.11.2013
1791	25.02.2026	?	002	1791	IT010016190	1	1791	0102338	10.11.2013
39586	25.02.2026	?	001	39586	IT010016191	1	39586	0102377	10.11.2013
39586	25.02.2026	?	001	39586	IT010016192	1	39586	0102378	10.11.2013
1570	25.02.2026	?	002	1570	IT010016192	1	1570	0102482	10.11.2013
2240	25.02.2026	?	002	1120	IT010016193	2	1120	0102491	10.11.2013
1161	25.02.2026	?	002	1161	IT010016193	1	1161	0102493	10.11.2013
39672	25.02.2026	?	001	39672	IT010016194	1	39672	0102548	10.11.2013
418	25.02.2026	?	002	418	IT010016195	1	418	0102549	10.11.2013
1570	25.02.2026	?	002	1570	IT010016195	1	1570	0102584	10.11.2013
1120	25.02.2026	?	002	1120	IT010016195	1	1120	0102721	10.11.2013
1161	25.02.2026	?	002	1161	IT010016196	1	1161	0102722	10.11.2013
379	25.02.2026	?	002	379	IT010016196	1	379	0102723	10.11.2013
1674	25.02.2026	?	002	1674	IT010016196	1	1674	0103150	10.11.2013
7110	25.02.2026	?	002	7110	IT010016196	1	7110	0103152	10.11.2013
1619	25.02.2026	?	002	1619	IT010016197	1	1619	0105735	10.11.2013
630	25.02.2026	?	002	630	IT010016197	1	630	0105747	10.11.2013
1089	25.02.2026	?	002	1089	IT010016198	1	1089	0111515	10.11.2013
1089	25.02.2026	?	002	1089	IT010016198	1	1089	0111515	10.11.2013
5579	25.02.2026	?	002	5579	IT010016198	1	5579	0101326	10.11.2013
6831	25.02.2026	?	002	6831	IT010016198	1	6831	0101329	10.11.2013
5391	25.02.2026	?	002	5391	IT010016199	1	5391	0101330	10.11.2013
4813	25.02.2026	?	002	4813	IT010016200	1	4813	0101339	10.11.2013
3213	25.02.2026	?	002	3213	IT010016201	1	3213	0102436	10.11.2013
13410	25.02.2026	?	002	13410	IT010016201	1	13410	0102439	10.11.2013
4941	25.02.2026	?	002	4941	IT010016202	1	4941	0102444	10.11.2013
1957	25.02.2026	?	002	1957	IT010016203	1	1957	0102461	10.11.2013
19791	25.02.2026	?	002	19791	IT010016204	1	19791	0102474	10.11.2013
2457	25.02.2026	?	002	2457	IT010016204	1	2457	0111513	10.11.2013
5579	25.02.2026	?	002	5579	IT010016204	1	5579	0101326	11.11.2013
6831	25.02.2026	?	002	6831	IT010016204	1	6831	0101329	11.11.2013
20680	25.02.2026	?	001	10340	IT010016204	2	10340	0101332	11.11.2013
7144	25.02.2026	?	002	7144	IT010016205	1	7144	0101337	11.11.2013
4813	25.02.2026	?	002	4813	IT010016206	1	4813	0101339	11.11.2013
1120	25.02.2026	?	002	1120	IT010016206	1	1120	0102491	11.11.2013
1161	25.02.2026	?	002	1161	IT010016207	1	1161	0102493	11.11.2013
39672	25.02.2026	?	001	39672	IT010016207	1	39672	0102548	11.11.2013
1120	25.02.2026	?	002	1120	IT010016207	1	1120	0102721	11.11.2013
379	25.02.2026	?	002	379	IT010016207	1	379	0102723	11.11.2013
1674	25.02.2026	?	002	1674	IT010016208	1	1674	0103150	11.11.2013
7110	25.02.2026	?	002	7110	IT010016208	1	7110	0103152	11.11.2013
1089	25.02.2026	?	002	1089	IT010016208	1	1089	0111515	11.11.2013
13410	25.02.2026	?	002	13410	IT010016209	1	13410	0102439	11.11.2013
7533	25.02.2026	?	002	7533	IT010016210	1	7533	0102453	11.11.2013
1791	25.02.2026	?	002	1791	IT010016210	1	1791	0102308	11.11.2013
2069	25.02.2026	?	002	2069	IT010016211	1	2069	0102311	11.11.2013
3411	25.02.2026	?	002	3411	IT010016212	1	3411	0102312	11.11.2013
2069	25.02.2026	?	002	2069	IT010016212	1	2069	0102313	11.11.2013
1791	25.02.2026	?	002	1791	IT010016213	1	1791	0102338	11.11.2013
1791	25.02.2026	?	002	1791	IT010016214	1	1791	0102310	11.11.2013
2069	25.02.2026	?	002	2069	IT010016215	1	2069	0102313	11.11.2013
1259	25.02.2026	?	002	1259	IT010016216	1	1259	0100595	11.11.2013
2412	25.02.2026	?	002	2412	IT010016216	1	2412	0100597	11.11.2013
1570	25.02.2026	?	002	1570	IT010016217	1	1570	0102483	11.11.2013
1161	25.02.2026	?	002	1161	IT010016217	1	1161	0102493	11.11.2013
1570	25.02.2026	?	002	1570	IT010016218	1	1570	0102584	11.11.2013
1161	25.02.2026	?	002	1161	IT010016218	1	1161	0102722	11.11.2013
1791	25.02.2026	?	002	1791	IT010016218	1	1791	0102306	11.11.2013
1791	25.02.2026	?	002	1791	IT010016218	1	1791	0102307	11.11.2013
1791	25.02.2026	?	002	1791	IT010016219	1	1791	0102309	11.11.2013
1791	25.02.2026	?	002	1791	IT010016219	1	1791	0102310	11.11.2013
2069	25.02.2026	?	002	2069	IT010016220	1	2069	0102313	11.11.2013
3411	25.02.2026	?	002	3411	IT010016220	1	3411	0102314	11.11.2013
1799	25.02.2026	?	002	1799	IT010016221	1	1799	0102329	11.11.2013
4138	25.02.2026	?	002	2069	IT010016221	2	2069	0102334	11.11.2013
1570	25.02.2026	?	002	1570	IT010016222	1	1570	0102482	11.11.2013
1619	25.02.2026	?	002	1619	IT010016223	1	1619	0105735	11.11.2013
989	25.02.2026	?	002	989	IT010016223	1	989	0105738	11.11.2013
476	25.02.2026	?	002	476	IT010016223	1	476	0105755	11.11.2013
2163	25.02.2026	?	002	2163	IT010016224	1	2163	0105757	11.11.2013
828	25.02.2026	?	002	828	IT010016224	1	828	0105759	11.11.2013
1259	25.02.2026	?	002	1259	IT010016224	1	1259	0100595	11.11.2013
39586	25.02.2026	?	001	39586	IT010016224	1	39586	0102377	11.11.2013
39586	25.02.2026	?	001	39586	IT010016225	1	39586	0102378	11.11.2013
1570	25.02.2026	?	002	1570	IT010016225	1	1570	0102482	11.11.2013
418	25.02.2026	?	002	418	IT010016225	1	418	0102549	11.11.2013
3140	25.02.2026	?	002	1570	IT010016225	2	1570	0102584	11.11.2013
1161	25.02.2026	?	002	1161	IT010016225	1	1161	0102722	11.11.2013
1619	25.02.2026	?	002	1619	IT010016226	1	1619	0105735	11.11.2013
630	25.02.2026	?	002	630	IT010016226	1	630	0105747	11.11.2013
5579	25.02.2026	?	002	5579	IT010016226	1	5579	0101326	11.11.2013
6831	25.02.2026	?	002	6831	IT010016226	1	6831	0101329	11.11.2013
5391	25.02.2026	?	002	5391	IT010016226	1	5391	0101330	11.11.2013
4813	25.02.2026	?	002	4813	IT010016227	1	4813	0101339	11.11.2013
3213	25.02.2026	?	002	3213	IT010016227	1	3213	0102436	11.11.2013
7920	25.02.2026	?	002	7920	IT010016227	1	7920	0102440	11.11.2013
4941	25.02.2026	?	002	4941	IT010016227	1	4941	0102444	11.11.2013
4941	25.02.2026	?	002	4941	IT010016228	1	4941	0102454	11.11.2013
1957	25.02.2026	?	002	1957	IT010016228	1	1957	0102461	11.11.2013
2607	25.02.2026	?	002	2607	IT010016228	1	2607	0102467	11.11.2013
19791	25.02.2026	?	002	19791	IT010016229	1	19791	0102474	11.11.2013
1619	25.02.2026	?	002	1619	IT010016230	1	1619	0101041	11.11.2013
3238	25.02.2026	?	002	1619	IT010016230	2	1619	0105735	11.11.2013
476	25.02.2026	?	002	476	IT010016231	1	476	0105755	11.11.2013
828	25.02.2026	?	002	828	IT010016231	1	828	0105759	11.11.2013
899	25.02.2026	?	002	899	IT010016231	1	899	0109013	11.11.2013
2457	25.02.2026	?	002	2457	IT010016232	1	2457	0111513	11.11.2013
1259	25.02.2026	?	002	1259	IT010016232	1	1259	0100595	11.11.2013
39586	25.02.2026	?	001	39586	IT010016232	1	39586	0102397	11.11.2013
1161	25.02.2026	?	002	1161	IT010016232	1	1161	0102480	11.11.2013
1799	25.02.2026	?	002	1799	IT010016232	1	1799	0110141	11.11.2013
2698	25.02.2026	?	002	1349	IT010016232	2	1349	0110144	11.11.2013
2384	25.02.2026	?	002	2384	IT010016233	1	2384	0110145	11.11.2013
4941	25.02.2026	?	002	4941	IT010016234	1	4941	0102444	12.11.2013
1957	25.02.2026	?	002	1957	IT010016234	1	1957	0102461	12.11.2013
39582	25.02.2026	?	001	19791	IT010016235	2	19791	0102474	12.11.2013
13410	25.02.2026	?	002	13410	IT010016235	1	13410	0102439	12.11.2013
7920	25.02.2026	?	002	7920	IT010016236	1	7920	0102440	12.11.2013
7533	25.02.2026	?	002	7533	IT010016236	1	7533	0102453	12.11.2013
13410	25.02.2026	?	002	13410	IT010016237	1	13410	0102439	12.11.2013
