Сумма	Текущая дата	Накопительная сумма	Статус	Бесконечность	Чек	Количество	Цена	Артикул	Дата
1469	25.02.2026	?	002	1469	IT010011961	1	1469	0100595	23.05.2013
1355	25.02.2026	?	002	1355	IT010011961	1	1355	0102492	23.05.2013
1355	25.02.2026	?	002	1355	IT010011961	1	1355	0102493	23.05.2013
46284	25.02.2026	?	001	46284	IT010011962	1	46284	0102548	23.05.2013
1832	25.02.2026	?	002	1832	IT010011962	1	1832	0102584	23.05.2013
1307	25.02.2026	?	002	1307	IT010011963	1	1307	0102721	23.05.2013
442	25.02.2026	?	002	442	IT010011964	1	442	0102723	23.05.2013
8295	25.02.2026	?	002	8295	IT010011964	1	8295	0103152	23.05.2013
46184	25.02.2026	?	001	46184	IT010011964	1	46184	0102378	23.05.2013
487	25.02.2026	?	002	487	IT010011964	1	487	0102478	23.05.2013
966	25.02.2026	?	002	966	IT010011965	1	966	0105759	23.05.2013
377	25.02.2026	?	002	377	IT010011965	1	377	0110140	23.05.2013
2099	25.02.2026	?	002	2099	IT010011965	1	2099	0110141	23.05.2013
1110	25.02.2026	?	002	555	IT010011966	2	555	0105755	23.05.2013
2523	25.02.2026	?	002	2523	IT010011966	1	2523	0105757	23.05.2013
2814	25.02.2026	?	002	2814	IT010011967	1	2814	0100597	23.05.2013
1206	25.02.2026	?	002	1206	IT010011967	1	1206	0100598	23.05.2013
1049	25.02.2026	?	002	1049	IT010011968	1	1049	0100601	23.05.2013
1832	25.02.2026	?	002	1832	IT010011968	1	1832	0102483	23.05.2013
1307	25.02.2026	?	002	1307	IT010011968	1	1307	0102491	23.05.2013
1889	25.02.2026	?	002	1889	IT010011969	1	1889	0105735	23.05.2013
555	25.02.2026	?	002	555	IT010011970	1	555	0105755	23.05.2013
2523	25.02.2026	?	002	2523	IT010011970	1	2523	0105757	23.05.2013
966	25.02.2026	?	002	966	IT010011971	1	966	0105759	23.05.2013
13942	25.02.2026	?	002	13942	IT010011972	1	13942	0101336	23.05.2013
11230	25.02.2026	?	002	5615	IT010011972	2	5615	0101339	23.05.2013
5229	25.02.2026	?	002	5229	IT010011973	1	5229	0102416	23.05.2013
5229	25.02.2026	?	002	5229	IT010011973	1	5229	0102419	23.05.2013
5263	25.02.2026	?	002	5263	IT010011973	1	5263	0102421	23.05.2013
3749	25.02.2026	?	002	3749	IT010011973	1	3749	0102436	23.05.2013
15645	25.02.2026	?	002	15645	IT010011974	1	15645	0102439	23.05.2013
9240	25.02.2026	?	002	9240	IT010011975	1	9240	0102440	23.05.2013
2879	25.02.2026	?	002	2879	IT010011975	1	2879	0102442	23.05.2013
5765	25.02.2026	?	002	5765	IT010011976	1	5765	0102444	23.05.2013
2879	25.02.2026	?	002	2879	IT010011976	1	2879	0102447	23.05.2013
8789	25.02.2026	?	002	8789	IT010011977	1	8789	0102453	23.05.2013
5765	25.02.2026	?	002	5765	IT010011977	1	5765	0102454	23.05.2013
2283	25.02.2026	?	002	2283	IT010011978	1	2283	0102461	23.05.2013
3042	25.02.2026	?	002	3042	IT010011978	1	3042	0102467	23.05.2013
1271	25.02.2026	?	002	1271	IT010011979	1	1271	0111515	23.05.2013
6509	25.02.2026	?	002	6509	IT010011979	1	6509	0101326	23.05.2013
7970	25.02.2026	?	002	7970	IT010011980	1	7970	0101329	23.05.2013
12063	25.02.2026	?	002	12063	IT010011980	1	12063	0101332	23.05.2013
27884	25.02.2026	?	001	13942	IT010011981	2	13942	0101336	23.05.2013
5615	25.02.2026	?	002	5615	IT010011981	1	5615	0101339	23.05.2013
4557	25.02.2026	?	002	4557	IT010011981	1	4557	0101341	23.05.2013
1271	25.02.2026	?	002	1271	IT010011981	1	1271	0111515	23.05.2013
487	25.02.2026	?	002	487	IT010011982	1	487	0102479	23.05.2013
1832	25.02.2026	?	002	1832	IT010011983	1	1832	0102483	23.05.2013
1832	25.02.2026	?	002	1832	IT010011983	1	1832	0102484	23.05.2013
1355	25.02.2026	?	002	1355	IT010011984	1	1355	0102492	23.05.2013
1355	25.02.2026	?	002	1355	IT010011984	1	1355	0102493	23.05.2013
3664	25.02.2026	?	002	1832	IT010011985	2	1832	0102584	23.05.2013
2710	25.02.2026	?	002	1355	IT010011985	2	1355	0102722	23.05.2013
6509	25.02.2026	?	002	6509	IT010011985	1	6509	0101326	23.05.2013
7970	25.02.2026	?	002	7970	IT010011986	1	7970	0101329	23.05.2013
7498	25.02.2026	?	002	3749	IT010011986	2	3749	0102436	24.05.2013
9240	25.02.2026	?	002	9240	IT010011986	1	9240	0102440	24.05.2013
5765	25.02.2026	?	002	5765	IT010011986	1	5765	0102444	24.05.2013
5765	25.02.2026	?	002	5765	IT010011987	1	5765	0102454	24.05.2013
2283	25.02.2026	?	002	2283	IT010011988	1	2283	0102461	24.05.2013
5229	25.02.2026	?	002	5229	IT010011988	1	5229	0102465	24.05.2013
6084	25.02.2026	?	002	3042	IT010011988	2	3042	0102467	24.05.2013
23090	25.02.2026	?	001	23090	IT010011989	1	23090	0102474	24.05.2013
15645	25.02.2026	?	002	15645	IT010011989	1	15645	0102439	24.05.2013
2879	25.02.2026	?	002	2879	IT010011990	1	2879	0102442	24.05.2013
8789	25.02.2026	?	002	8789	IT010011991	1	8789	0102453	24.05.2013
5229	25.02.2026	?	002	5229	IT010011991	1	5229	0102459	24.05.2013
5229	25.02.2026	?	002	5229	IT010011991	1	5229	0102460	24.05.2013
801	25.02.2026	?	002	801	IT010011992	1	801	0110488	25.05.2013
919	25.02.2026	?	002	919	IT010011992	1	919	0110491	25.05.2013
1260	25.02.2026	?	002	1260	IT010011993	1	1260	0110496	25.05.2013
555	25.02.2026	?	002	555	IT010011994	1	555	0105734	25.05.2013
1889	25.02.2026	?	002	1889	IT010011994	1	1889	0105735	25.05.2013
46184	25.02.2026	?	001	46184	IT010011995	1	46184	0102377	25.05.2013
735	25.02.2026	?	002	735	IT010011996	1	735	0105747	25.05.2013
524	25.02.2026	?	002	524	IT010011996	1	524	0105743	25.05.2013
2090	25.02.2026	?	002	2090	IT010011996	1	2090	0102306	25.05.2013
4180	25.02.2026	?	002	2090	IT010011997	2	2090	0102307	25.05.2013
2090	25.02.2026	?	002	2090	IT010011998	1	2090	0102308	25.05.2013
2090	25.02.2026	?	002	2090	IT010011999	1	2090	0102310	25.05.2013
2414	25.02.2026	?	002	2414	IT010011999	1	2414	0102311	25.05.2013
3980	25.02.2026	?	002	3980	IT010012000	1	3980	0102312	25.05.2013
2414	25.02.2026	?	002	2414	IT010012000	1	2414	0102313	25.05.2013
5229	25.02.2026	?	002	5229	IT010012001	1	5229	0102416	26.05.2013
5263	25.02.2026	?	002	5263	IT010012001	1	5263	0102421	26.05.2013
10526	25.02.2026	?	002	5263	IT010012002	2	5263	0102427	26.05.2013
9240	25.02.2026	?	002	9240	IT010012002	1	9240	0102440	26.05.2013
5765	25.02.2026	?	002	5765	IT010012003	1	5765	0102444	26.05.2013
2283	25.02.2026	?	002	2283	IT010012003	1	2283	0102461	26.05.2013
6084	25.02.2026	?	002	3042	IT010012004	2	3042	0102467	26.05.2013
23090	25.02.2026	?	001	23090	IT010012005	1	23090	0102474	26.05.2013
46184	25.02.2026	?	001	46184	IT010012006	1	46184	0102378	26.05.2013
92568	25.02.2026	?	001	46284	IT010012006	2	46284	0102548	26.05.2013
1832	25.02.2026	?	002	1832	IT010012007	1	1832	0102584	26.05.2013
1307	25.02.2026	?	002	1307	IT010012007	1	1307	0102721	26.05.2013
442	25.02.2026	?	002	442	IT010012008	1	442	0102723	26.05.2013
8295	25.02.2026	?	002	8295	IT010012008	1	8295	0103152	26.05.2013
3749	25.02.2026	?	002	3749	IT010012009	1	3749	0102436	26.05.2013
2879	25.02.2026	?	002	2879	IT010012009	1	2879	0102437	26.05.2013
15645	25.02.2026	?	002	15645	IT010012010	1	15645	0102439	26.05.2013
5758	25.02.2026	?	002	2879	IT010012011	2	2879	0102442	26.05.2013
3749	25.02.2026	?	002	3749	IT010012011	1	3749	0102443	26.05.2013
5765	25.02.2026	?	002	5765	IT010012012	1	5765	0102444	26.05.2013
2879	25.02.2026	?	002	2879	IT010012012	1	2879	0102447	26.05.2013
2879	25.02.2026	?	002	2879	IT010012012	1	2879	0102448	26.05.2013
8789	25.02.2026	?	002	8789	IT010012013	1	8789	0102453	26.05.2013
2283	25.02.2026	?	002	2283	IT010012013	1	2283	0102461	26.05.2013
23090	25.02.2026	?	001	23090	IT010012014	1	23090	0102474	26.05.2013
2065	25.02.2026	?	002	2065	IT010012015	1	2065	0102325	26.05.2013
2090	25.02.2026	?	002	2090	IT010012015	1	2090	0102338	26.05.2013
2426	25.02.2026	?	002	2426	IT010012015	1	2426	0110495	26.05.2013
7498	25.02.2026	?	002	3749	IT010012016	2	3749	0102438	26.05.2013
15645	25.02.2026	?	002	15645	IT010012016	1	15645	0102439	26.05.2013
2879	25.02.2026	?	002	2879	IT010012017	1	2879	0102452	26.05.2013
17578	25.02.2026	?	002	8789	IT010012017	2	8789	0102453	26.05.2013
13018	25.02.2026	?	002	6509	IT010012018	2	6509	0101326	26.05.2013
7970	25.02.2026	?	002	7970	IT010012019	1	7970	0101329	26.05.2013
12580	25.02.2026	?	002	6290	IT010012019	2	6290	0101330	26.05.2013
5615	25.02.2026	?	002	5615	IT010012020	1	5615	0101339	26.05.2013
1271	25.02.2026	?	002	1271	IT010012020	1	1271	0111515	26.05.2013
5615	25.02.2026	?	002	5615	IT010012021	1	5615	0101339	26.05.2013
7970	25.02.2026	?	002	7970	IT010012022	1	7970	0101329	26.05.2013
6290	25.02.2026	?	002	6290	IT010012023	1	6290	0101330	26.05.2013
12650	25.02.2026	?	002	6325	IT010012023	2	6325	0101323	26.05.2013
2867	25.02.2026	?	002	2867	IT010012024	1	2867	0111513	26.05.2013
8295	25.02.2026	?	002	8295	IT010012025	1	8295	0102381	26.05.2013
8295	25.02.2026	?	002	8295	IT010012025	1	8295	0102383	26.05.2013
16590	25.02.2026	?	002	8295	IT010012026	2	8295	0102384	26.05.2013
92568	25.02.2026	?	001	46284	IT010012027	2	46284	0102390	26.05.2013
46284	25.02.2026	?	001	46284	IT010012028	1	46284	0102391	26.05.2013
46284	25.02.2026	?	001	46284	IT010012028	1	46284	0102392	26.05.2013
